when_position,when_frequency,when_entailment,when_distance_from_publisher_date,when_accurate,score
0.6,0.7,0.6,0.3,0.7,0.7011214251056562
0.6,0.7,0.6,0.3,0.8,0.6296094369366408
0.6,0.7,0.6,0.3,0.9,0.7013149314209792
0.6,0.7,0.6,0.3,1.0,0.6148779356749644
0.6,0.7,0.6,0.4,0.0,0.09237248564881637
0.6,0.7,0.6,0.4,0.1,0.04617924487160512
0.6,0.0,0.8,0.3,0.6,0.5982834908597738
0.6,0.7,0.6,0.4,0.2,0.10965973570339903
0.6,0.7,0.6,0.4,0.3,0.06362203000012179
0.6,0.7,0.6,0.4,0.4,0.10965973570339903
0.6,0.7,0.6,0.4,0.5,0.08231961056102016
0.6,0.7,0.6,0.4,0.6,0.12855082257961864
0.6,0.7,0.6,0.4,0.7,0.08231961056102016
0.6,0.7,0.6,0.4,0.8,0.12855082257961864
0.6,0.7,0.6,0.4,0.9,0.17000521532938817
0.6,0.7,0.6,0.4,1.0,0.2407698829254991
0.6,0.7,0.6,0.5,0.0,0.04420154377658517
0.6,0.0,0.8,0.3,0.7,0.6657973018919984
0.6,0.0,0.0,0.9,0.0,0.08763905227576255
0.6,0.7,0.6,0.5,0.1,0.09237248564881681
0.6,0.7,0.6,0.5,0.2,0.04420154377658517
0.6,0.7,0.6,0.5,0.3,0.11179297187235299
0.6,0.7,0.6,0.5,0.4,0.06362203000012222
0.6,0.7,0.6,0.5,0.5,0.11179297187235299
0.6,0.7,0.6,0.5,0.6,0.0596658406433645
0.6,0.7,0.6,0.5,0.7,0.11179297187235299
0.6,0.7,0.6,0.5,0.8,0.0596658406433645
0.6,0.7,0.6,0.5,0.9,0.11198647818767553
0.6,0.7,0.6,0.5,1.0,0.06363191994258556
0.6,0.0,0.8,0.3,0.8,0.6298955624884881
0.6,0.7,0.6,0.6,0.0,0.09237248564881637
0.6,0.7,0.6,0.6,0.1,0.04617924487160512
0.6,0.7,0.6,0.6,0.2,0.09023924947986198
0.6,0.7,0.6,0.6,0.3,0.044201543776585604
0.6,0.7,0.6,0.6,0.4,0.10965973570339903
0.6,0.7,0.6,0.6,0.5,0.06362203000012179
0.6,0.7,0.6,0.6,0.6,0.10985324201872114
0.6,0.7,0.6,0.6,0.7,0.06362203000012179
0.6,0.7,0.6,0.6,0.8,0.10985324201872114
0.6,0.7,0.6,0.6,0.9,0.0596658406433645
0.6,0.0,0.8,0.3,0.9,0.7203813006312715
0.6,0.7,0.6,0.6,1.0,0.14411004912742936
0.6,0.7,0.6,0.7,0.0,0.04420154377658517
0.6,0.7,0.6,0.7,0.1,0.09237248564881681
0.6,0.7,0.6,0.7,0.2,0.04420154377658517
0.6,0.7,0.6,0.7,0.3,0.09237248564881681
0.6,0.7,0.6,0.7,0.4,0.04420154377658517
0.6,0.7,0.6,0.7,0.5,0.11179297187235299
0.6,0.7,0.6,0.7,0.6,0.0596658406433645
0.6,0.7,0.6,0.7,0.7,0.11179297187235299
0.6,0.7,0.6,0.7,0.8,0.0596658406433645
0.6,0.0,0.8,0.3,1.0,0.7020049097181232
0.6,0.7,0.6,0.7,0.9,0.10811990324403623
0.6,0.7,0.6,0.7,1.0,0.06363191994258556
0.6,0.7,0.6,0.8,0.0,0.09237248564881637
0.6,0.7,0.6,0.8,0.1,0.04617924487160512
0.6,0.7,0.6,0.8,0.2,0.09023924947986198
0.6,0.7,0.6,0.8,0.3,0.044201543776585604
0.6,0.7,0.6,0.8,0.4,0.09023924947986198
0.6,0.7,0.6,0.8,0.5,0.044201543776585604
0.6,0.7,0.6,0.8,0.6,0.10985324201872114
0.6,0.7,0.6,0.8,0.7,0.06362203000012179
0.6,0.0,0.8,0.4,0.0,0.09493576905362791
0.6,0.7,0.6,0.8,0.8,0.10598666707508184
0.6,0.7,0.6,0.8,0.9,0.0596658406433645
0.6,0.7,0.6,0.8,1.0,0.14411004912742936
0.6,0.7,0.6,0.9,0.0,0.04420154377658517
0.6,0.7,0.6,0.9,0.1,0.09237248564881681
0.6,0.7,0.6,0.9,0.2,0.04420154377658517
0.6,0.7,0.6,0.9,0.3,0.09237248564881681
0.6,0.7,0.6,0.9,0.4,0.04420154377658517
0.6,0.7,0.6,0.9,0.5,0.09237248564881681
0.6,0.7,0.6,0.9,0.6,0.04024535441982831
0.6,0.0,0.8,0.4,0.1,0.06289899195482468
0.6,0.7,0.6,0.9,0.7,0.10792639692871368
0.6,0.7,0.6,0.9,0.8,0.0596658406433645
0.6,0.7,0.6,0.9,0.9,0.10811990324403623
0.6,0.7,0.6,0.9,1.0,0.05976534499894625
0.6,0.7,0.6,1.0,0.0,0.07311508516138363
0.6,0.7,0.6,1.0,0.1,0.04617924487160512
0.6,0.7,0.6,1.0,0.2,0.07311508516138363
0.6,0.7,0.6,1.0,0.3,0.044201543776585604
0.6,0.7,0.6,1.0,0.4,0.07311508516138363
0.6,0.7,0.6,1.0,0.5,0.044201543776585604
0.6,0.0,0.8,0.4,0.2,0.1143562552771641
0.6,0.7,0.6,1.0,0.6,0.08656618085154477
0.6,0.7,0.6,1.0,0.7,0.044201543776585604
0.6,0.7,0.6,1.0,0.8,0.10598666707508184
0.6,0.7,0.6,1.0,0.9,0.0596658406433645
0.6,0.7,0.6,1.0,1.0,0.10494873331754384
0.6,0.7,0.7,0.0,0.0,0.5955493928593629
0.6,0.7,0.7,0.0,0.1,0.6631051916716206
0.6,0.7,0.7,0.0,0.2,0.6269747109091529
0.6,0.7,0.7,0.0,0.3,0.6945305097214114
0.6,0.7,0.7,0.0,0.4,0.6417161021132936
0.6,0.0,0.8,0.4,0.3,0.07836328882160401
0.6,0.7,0.7,0.0,0.5,0.7132280902823088
0.6,0.7,0.7,0.0,0.6,0.6417161021132936
0.6,0.7,0.7,0.0,0.7,0.7132280902823088
0.6,0.7,0.7,0.0,0.8,0.6417161021132936
0.6,0.7,0.7,0.0,0.9,0.7134215965976318
0.6,0.7,0.7,0.0,1.0,0.6269846008516171
0.6,0.7,0.7,0.1,0.0,0.6509985264949688
0.6,0.7,0.7,0.1,0.1,0.5854204287777289
0.6,0.7,0.7,0.1,0.2,0.6509985264949688
0.6,0.7,0.7,0.1,0.3,0.5834427276827094
0.6,0.0,0.8,0.4,0.4,0.0976841778226983
0.6,0.7,0.7,0.1,0.4,0.6971652357488993
0.6,0.7,0.7,0.1,0.5,0.6335656262933977
0.6,0.7,0.7,0.1,0.6,0.6971652357488993
0.6,0.7,0.7,0.1,0.7,0.6335656262933977
0.6,0.7,0.7,0.1,0.8,0.6971652357488993
0.6,0.7,0.7,0.1,0.9,0.6296094369366408
0.6,0.7,0.7,0.1,1.0,0.6794461809335893
0.6,0.7,0.7,0.2,0.0,0.5640222414591741
0.6,0.7,0.7,0.2,0.1,0.6509985264949679
0.6,0.7,0.7,0.2,0.2,0.5834427276827103
0.6,0.0,0.8,0.4,0.5,0.07836328882160401
0.6,0.7,0.7,0.2,0.3,0.6509985264949679
0.6,0.7,0.7,0.2,0.4,0.598184118886851
0.6,0.7,0.7,0.2,0.5,0.6696961070558664
0.6,0.7,0.7,0.2,0.6,0.6296094369366408
0.6,0.7,0.7,0.2,0.7,0.7011214251056562
0.6,0.7,0.7,0.2,0.8,0.6296094369366408
0.6,0.7,0.7,0.2,0.9,0.7013149314209792
0.6,0.7,0.7,0.2,1.0,0.6148779356749644
0.6,0.7,0.7,0.3,0.0,0.6315780402714326
0.6,0.7,0.7,0.3,0.1,0.5659999425541928
0.6,0.0,0.8,0.4,0.6,0.09516642921959091
0.6,0.0,0.0,0.9,0.1,0.0857327190319646
0.6,0.7,0.7,0.3,0.2,0.6509985264949688
0.6,0.7,0.7,0.3,0.3,0.5834427276827094
0.6,0.7,0.7,0.3,0.4,0.6657399176991095
0.6,0.7,0.7,0.3,0.5,0.6021403082436079
0.6,0.7,0.7,0.3,0.6,0.6657399176991095
0.6,0.7,0.7,0.3,0.7,0.6335656262933977
0.6,0.7,0.7,0.3,0.8,0.6971652357488993
0.6,0.7,0.7,0.3,0.9,0.6296094369366408
0.6,0.7,0.7,0.3,1.0,0.6795417800005896
0.6,0.7,0.7,0.4,0.0,0.04420154377658517
0.6,0.0,0.8,0.4,0.7,0.07846279317718576
0.6,0.7,0.7,0.4,0.1,0.09237248564881681
0.6,0.7,0.7,0.4,0.2,0.06362203000012222
0.6,0.7,0.7,0.4,0.3,0.11179297187235299
0.6,0.7,0.7,0.4,0.4,0.06362203000012222
0.6,0.7,0.7,0.4,0.5,0.13049055243325094
0.6,0.7,0.7,0.4,0.6,0.07836342120426287
0.6,0.7,0.7,0.4,0.7,0.13049055243325094
0.6,0.7,0.7,0.4,0.8,0.07836342120426287
0.6,0.7,0.7,0.4,0.9,0.22483487271017097
0.6,0.7,0.7,0.4,1.0,0.15527371406771084
0.6,0.0,0.8,0.4,0.8,0.09516642921959091
0.6,0.7,0.7,0.5,0.0,0.09237248564881637
0.6,0.7,0.7,0.5,0.1,0.04617924487160512
0.6,0.7,0.7,0.5,0.2,0.09237248564881637
0.6,0.7,0.7,0.5,0.3,0.06362203000012179
0.6,0.7,0.7,0.5,0.4,0.11179297187235343
0.6,0.7,0.7,0.5,0.5,0.06362203000012179
0.6,0.7,0.7,0.5,0.6,0.1078367825155957
0.6,0.7,0.7,0.5,0.7,0.06362203000012179
0.6,0.7,0.7,0.5,0.8,0.1078367825155957
0.6,0.7,0.7,0.5,0.9,0.0596658406433645
0.6,0.0,0.8,0.4,0.9,0.20781288132068756
0.6,0.7,0.7,0.5,1.0,0.10891090732818352
0.6,0.7,0.7,0.6,0.0,0.04420154377658517
0.6,0.7,0.7,0.6,0.1,0.09237248564881681
0.6,0.7,0.7,0.6,0.2,0.04420154377658517
0.6,0.7,0.7,0.6,0.3,0.09237248564881681
0.6,0.7,0.7,0.6,0.4,0.06362203000012222
0.6,0.7,0.7,0.6,0.5,0.11179297187235299
0.6,0.7,0.7,0.6,0.6,0.0596658406433645
0.6,0.7,0.7,0.6,0.7,0.11179297187235299
0.6,0.7,0.7,0.6,0.8,0.0596658406433645
0.6,0.0,0.8,0.4,1.0,0.25103054353835713
0.6,0.7,0.7,0.6,0.9,0.10811990324403623
0.6,0.7,0.7,0.6,1.0,0.06363191994258556
0.6,0.7,0.7,0.7,0.0,0.09237248564881637
0.6,0.7,0.7,0.7,0.1,0.04617924487160512
0.6,0.7,0.7,0.7,0.2,0.09237248564881637
0.6,0.7,0.7,0.7,0.3,0.044201543776585604
0.6,0.7,0.7,0.7,0.4,0.09237248564881637
0.6,0.7,0.7,0.7,0.5,0.06362203000012179
0.6,0.7,0.7,0.7,0.6,0.1078367825155957
0.6,0.7,0.7,0.7,0.7,0.06362203000012179
0.6,0.0,0.8,0.5,0.0,0.040245222037169445
0.6,0.7,0.7,0.7,0.8,0.1078367825155957
0.6,0.7,0.7,0.7,0.9,0.0596658406433645
0.6,0.7,0.7,0.7,1.0,0.10494873331754384
0.6,0.7,0.7,0.8,0.0,0.04420154377658517
0.6,0.7,0.7,0.8,0.1,0.09237248564881681
0.6,0.7,0.7,0.8,0.2,0.04420154377658517
0.6,0.7,0.7,0.8,0.3,0.09237248564881681
0.6,0.7,0.7,0.8,0.4,0.04420154377658517
0.6,0.7,0.7,0.8,0.5,0.09237248564881681
0.6,0.7,0.7,0.8,0.6,0.0596658406433645
0.6,0.0,0.8,0.5,0.1,0.0462986317209605
0.6,0.7,0.7,0.8,0.7,0.11179297187235299
0.6,0.7,0.7,0.8,0.8,0.0596658406433645
0.6,0.7,0.7,0.8,0.9,0.10811990324403623
0.6,0.7,0.7,0.8,1.0,0.06363191994258556
0.6,0.7,0.7,0.9,0.0,0.09237248564881637
0.6,0.7,0.7,0.9,0.1,0.04617924487160512
0.6,0.7,0.7,0.9,0.2,0.0925592392277407
0.6,0.7,0.7,0.9,0.3,0.044201543776585604
0.6,0.7,0.7,0.9,0.4,0.0925592392277407
0.6,0.7,0.7,0.9,0.5,0.044201543776585604
0.6,0.0,0.8,0.5,0.2,0.040245222037169445
0.6,0.7,0.7,0.9,0.6,0.08860304987098384
0.6,0.7,0.7,0.9,0.7,0.06362203000012179
0.6,0.7,0.7,0.9,0.8,0.10415696115088073
0.6,0.7,0.7,0.9,0.9,0.0596658406433645
0.6,0.7,0.7,0.9,1.0,0.09228596372450291
0.6,0.7,0.7,1.0,0.0,0.04420154377658517
0.6,0.7,0.7,1.0,0.1,0.09255923922774113
0.6,0.7,0.7,1.0,0.2,0.04420154377658517
0.6,0.7,0.7,1.0,0.3,0.09255923922774113
0.6,0.7,0.7,1.0,0.4,0.04420154377658517
0.6,0.0,0.8,0.5,0.3,0.06176292858773983
0.6,0.7,0.7,1.0,0.5,0.09255923922774113
0.6,0.7,0.7,1.0,0.6,0.04024535441982831
0.6,0.7,0.7,1.0,0.7,0.0886926642841014
0.6,0.7,0.7,1.0,0.8,0.0596658406433645
0.6,0.7,0.7,1.0,0.9,0.10617342065400616
0.6,0.7,0.7,1.0,1.0,0.05976534499894625
0.6,0.7,0.8,0.0,0.0,0.6611587090815922
0.6,0.7,0.8,0.0,0.1,0.5975270939543816
0.6,0.7,0.8,0.0,0.2,0.6925840271313821
0.6,0.7,0.8,0.0,0.3,0.6269747109091529
0.6,0.0,0.8,0.5,0.4,0.0596657082607065
0.6,0.7,0.8,0.0,0.4,0.7073254183355228
0.6,0.7,0.8,0.0,0.5,0.6456722914700503
0.6,0.7,0.8,0.0,0.6,0.7073254183355228
0.6,0.7,0.8,0.0,0.7,0.6456722914700503
0.6,0.7,0.8,0.0,0.8,0.7073254183355228
0.6,0.7,0.8,0.0,0.9,0.6417161021132936
0.6,0.7,0.8,0.0,1.0,0.678890076517201
0.6,0.7,0.8,0.1,0.0,0.5834427276827103
0.6,0.7,0.8,0.1,0.1,0.6490520439049388
0.6,0.7,0.8,0.1,0.2,0.5834427276827103
0.6,0.0,0.8,0.5,0.5,0.0764688486586934
0.6,0.0,0.0,0.9,0.2,0.06788907274570449
0.6,0.7,0.8,0.1,0.3,0.6490520439049388
0.6,0.7,0.8,0.1,0.4,0.6296094369366408
0.6,0.7,0.8,0.1,0.5,0.6991749425156271
0.6,0.7,0.8,0.1,0.6,0.6296094369366408
0.6,0.7,0.8,0.1,0.7,0.6991749425156271
0.6,0.7,0.8,0.1,0.8,0.6296094369366408
0.6,0.7,0.8,0.1,0.9,0.6952187531588702
0.6,0.7,0.8,0.1,1.0,0.6109118563757434
0.6,0.7,0.8,0.2,0.0,0.6296315576814034
0.6,0.7,0.8,0.2,0.1,0.5854204287777289
0.6,0.0,0.8,0.5,0.6,0.05976521261628739
0.6,0.7,0.8,0.2,0.2,0.6490520439049396
0.6,0.7,0.8,0.2,0.3,0.5834427276827094
0.6,0.7,0.8,0.2,0.4,0.6637934351090803
0.6,0.7,0.8,0.2,0.5,0.6021403082436079
0.6,0.7,0.8,0.2,0.6,0.6952187531588702
0.6,0.7,0.8,0.2,0.7,0.6335656262933977
0.6,0.7,0.8,0.2,0.8,0.6952187531588702
0.6,0.7,0.8,0.2,0.9,0.6296094369366408
0.6,0.7,0.8,0.2,1.0,0.6667834113405484
0.6,0.7,0.8,0.3,0.0,0.5640222414591741
0.6,0.0,0.8,0.5,0.7,0.07001058594923436
0.6,0.7,0.8,0.3,0.1,0.6296315576814026
0.6,0.7,0.8,0.3,0.2,0.5834427276827103
0.6,0.7,0.8,0.3,0.3,0.6490520439049388
0.6,0.7,0.8,0.3,0.4,0.598184118886851
0.6,0.7,0.8,0.3,0.5,0.6677496244658371
0.6,0.7,0.8,0.3,0.6,0.598184118886851
0.6,0.7,0.8,0.3,0.7,0.6991749425156271
0.6,0.7,0.8,0.3,0.8,0.6296094369366408
0.6,0.7,0.8,0.3,0.9,0.6952187531588702
0.6,0.7,0.8,0.3,1.0,0.6109118563757434
0.6,0.0,0.8,0.5,0.8,0.05995196619521172
0.6,0.7,0.8,0.4,0.0,0.0904260030587863
0.6,0.7,0.8,0.4,0.1,0.04617924487160512
0.6,0.7,0.8,0.4,0.2,0.10984648928232336
0.6,0.7,0.8,0.4,0.3,0.06362203000012179
0.6,0.7,0.8,0.4,0.4,0.10984648928232336
0.6,0.7,0.8,0.4,0.5,0.08231961056102016
0.6,0.7,0.8,0.4,0.6,0.124587880486464
0.6,0.7,0.8,0.4,0.7,0.08231961056102016
0.6,0.7,0.8,0.4,0.8,0.124587880486464
0.6,0.7,0.8,0.4,0.9,0.17000521532938817
0.6,0.0,0.8,0.5,0.9,0.10520972774848021
0.6,0.7,0.8,0.4,1.0,0.18643677768609998
0.6,0.7,0.8,0.5,0.0,0.04420154377658517
0.6,0.7,0.8,0.5,0.1,0.09042600305878674
0.6,0.7,0.8,0.5,0.2,0.04420154377658517
0.6,0.7,0.8,0.5,0.3,0.10984648928232292
0.6,0.7,0.8,0.5,0.4,0.06362203000012222
0.6,0.7,0.8,0.5,0.5,0.10984648928232292
0.6,0.7,0.8,0.5,0.6,0.0596658406433645
0.6,0.7,0.8,0.5,0.7,0.10984648928232292
0.6,0.7,0.8,0.5,0.8,0.0596658406433645
0.6,0.0,0.8,0.5,1.0,0.10626099733742642
0.6,0.7,0.8,0.5,0.9,0.10589029992556563
0.6,0.7,0.8,0.5,1.0,0.0596658406433645
0.6,0.7,0.8,0.6,0.0,0.0904260030587863
0.6,0.7,0.8,0.6,0.1,0.04617924487160512
0.6,0.7,0.8,0.6,0.2,0.0904260030587863
0.6,0.7,0.8,0.6,0.3,0.044201543776585604
0.6,0.7,0.8,0.6,0.4,0.10984648928232336
0.6,0.7,0.8,0.6,0.5,0.06362203000012179
0.6,0.7,0.8,0.6,0.6,0.10589029992556563
0.6,0.7,0.8,0.6,0.7,0.06362203000012179
0.6,0.0,0.8,0.6,0.0,0.04234244236420364
0.6,0.7,0.8,0.6,0.8,0.10589029992556563
0.6,0.7,0.8,0.6,0.9,0.0596658406433645
0.6,0.7,0.8,0.6,1.0,0.10513548689646818
0.6,0.7,0.8,0.7,0.0,0.04420154377658517
0.6,0.7,0.8,0.7,0.1,0.09042600305878674
0.6,0.7,0.8,0.7,0.2,0.04420154377658517
0.6,0.7,0.8,0.7,0.3,0.09042600305878674
0.6,0.7,0.8,0.7,0.4,0.04420154377658517
0.6,0.7,0.8,0.7,0.5,0.10984648928232292
0.6,0.7,0.8,0.7,0.6,0.09486498244261123
0.6,0.0,0.8,0.6,0.1,0.044201411393926734
0.6,0.7,0.8,0.7,0.7,0.10984648928232292
0.6,0.7,0.8,0.7,0.8,0.09486498244261123
0.6,0.7,0.8,0.7,0.9,0.10202372498192633
0.6,0.7,0.8,0.7,1.0,0.09486498244261123
0.6,0.7,0.8,0.8,0.0,0.0904260030587863
0.6,0.7,0.8,0.8,0.1,0.04617924487160512
0.6,0.7,0.8,0.8,0.2,0.0904260030587863
0.6,0.7,0.8,0.8,0.3,0.044201543776585604
0.6,0.7,0.8,0.8,0.4,0.0904260030587863
0.6,0.7,0.8,0.8,0.5,0.044201543776585604
0.6,0.0,0.8,0.6,0.2,0.04234244236420364
0.6,0.7,0.8,0.8,0.6,0.10589029992556563
0.6,0.7,0.8,0.8,0.7,0.06362203000012179
0.6,0.7,0.8,0.8,0.8,0.10589029992556563
0.6,0.7,0.8,0.8,0.9,0.0596658406433645
0.6,0.7,0.8,0.8,1.0,0.09228596372450291
0.6,0.7,0.8,0.9,0.0,0.04420154377658517
0.6,0.7,0.8,0.9,0.1,0.09042600305878674
0.6,0.7,0.8,0.9,0.2,0.04420154377658517
0.6,0.7,0.8,0.9,0.3,0.09042600305878674
0.6,0.7,0.8,0.9,0.4,0.04420154377658517
0.6,0.0,0.8,0.6,0.3,0.040245222037169445
0.6,0.7,0.8,0.9,0.5,0.09042600305878674
0.6,0.7,0.8,0.9,0.6,0.04024535441982831
0.6,0.7,0.8,0.9,0.7,0.10984648928232292
0.6,0.7,0.8,0.9,0.8,0.0596658406433645
0.6,0.7,0.8,0.9,0.9,0.10202372498192633
0.6,0.7,0.8,0.9,1.0,0.0596658406433645
0.6,0.7,0.8,1.0,0.0,0.0904260030587863
0.6,0.7,0.8,1.0,0.1,0.04617924487160512
0.6,0.7,0.8,1.0,0.2,0.0904260030587863
0.6,0.7,0.8,1.0,0.3,0.044201543776585604
0.6,0.0,0.8,0.6,0.4,0.07898659726179992
0.6,0.0,0.0,0.9,0.3,0.06575583657675009
0.6,0.7,0.8,1.0,0.4,0.0904260030587863
0.6,0.7,0.8,1.0,0.5,0.044201543776585604
0.6,0.7,0.8,1.0,0.6,0.08646981370202944
0.6,0.7,0.8,1.0,0.7,0.044201543776585604
0.6,0.7,0.8,1.0,0.8,0.10202372498192633
0.6,0.7,0.8,1.0,0.9,0.0596658406433645
0.6,0.7,0.8,1.0,1.0,0.09228596372450291
0.6,0.7,0.9,0.0,0.0,0.5955493928593629
0.6,0.7,0.9,0.0,0.1,0.6611587090815914
0.6,0.7,0.9,0.0,0.2,0.6269747109091529
0.6,0.0,0.8,0.6,0.5,0.05579913331706633
0.6,0.7,0.9,0.0,0.3,0.6925840271313821
0.6,0.7,0.9,0.0,0.4,0.6417161021132936
0.6,0.7,0.9,0.0,0.5,0.7112816076922797
0.6,0.7,0.9,0.0,0.6,0.6417161021132936
0.6,0.7,0.9,0.0,0.7,0.7112816076922797
0.6,0.7,0.9,0.0,0.8,0.6417161021132936
0.6,0.7,0.9,0.0,0.9,0.7072826147734569
0.6,0.7,0.9,0.0,1.0,0.623018521552396
0.6,0.7,0.9,0.1,0.0,0.6490092403428737
0.6,0.7,0.9,0.1,0.1,0.5854204287777289
0.6,0.0,0.8,0.6,0.6,0.0764688486586934
0.6,0.7,0.9,0.1,0.2,0.6490092403428737
0.6,0.7,0.9,0.1,0.3,0.5834427276827094
0.6,0.7,0.9,0.1,0.4,0.6951759495968043
0.6,0.7,0.9,0.1,0.5,0.6335656262933977
0.6,0.7,0.9,0.1,0.6,0.6951759495968043
0.6,0.7,0.9,0.1,0.7,0.6335656262933977
0.6,0.7,0.9,0.1,0.8,0.6952187531588702
0.6,0.7,0.9,0.1,0.9,0.6296094369366408
0.6,0.7,0.9,0.1,1.0,0.6765211725979726
0.6,0.7,0.9,0.2,0.0,0.5640222414591741
0.6,0.0,0.8,0.6,0.7,0.05976521261628739
0.6,0.7,0.9,0.2,0.1,0.6490520439049388
0.6,0.7,0.9,0.2,0.2,0.5834427276827103
0.6,0.7,0.9,0.2,0.3,0.6490520439049388
