what,fell down a deep well,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Sunday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,central China,,1,1,1,,,,,,,,,,,,,,,
,"village of Zhongmengchang in Lixian County, Hebei's Baoding city",,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Zhao Zicong,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,while picking cabbages,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,picking cabbages,,1,1,1,,,,,,,,,,,,,,,
,working continuously,,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
4,bbc-2.xml,38e6814a263c875294b34f714ac3a2e5dc5cc2a9bba6163b7b1f688b,,,,,,,,,,,,,,,,,,
what,found dead,,1,1,1,,,,,,,,,,,,,,,
,four-day rescue operation,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Sunday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Hebei province,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Chinese boy,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,trapped down an abandoned well,,1,1,1,,,,,,,,,,,,,,,
,harvesting vegetables,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,harvesting vegetables,,1,1,1,,,,,,,,,,,,,,,
,trapped down an abandoned well,,1,1,0,,,,,,,,,,,,,,,
,fell,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
5,nytimes-5.xml,189af426dcbdb42921a716cf136f75554e4befad28c088f3d930b6c4,,,,,,,,,,,,,,,,,,
what,Killing at Least 7,,1,1,1,,,,,,,,,,,,,,,
,Derails,,0,1,1,,,,,,,,,,,,,,,
,,,0,0,0,,,,,,,,,,,,,,,
when,Wednesday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,"Croydon, Near London",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,At least seven people,,0,1,0,,,,,,,,,,,,,,,
,Tram,,0,0,1,,,,,,,,,,,,,,,
,NULL,,1,0,0,,,,,,,,,,,,,,,
why,The cause of the accident was unclear,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,a tram derailed,,1,1,1,,,,,,,,,,,,,,,
,unclear,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6,usatoday-6.xml,ac33d1af79e19657dc4fe6a57243f1dc84d54f2c856232e5d11618df,,,,,,,,,,,,,,,,,,
what,At least 7 killed in tram accident,,1,1,1,,,,,,,,,,,,,,,
,,,0,0,0,,,,,,,,,,,,,,,
,,,0,0,0,,,,,,,,,,,,,,,
when,"Nov. 9, 2016",,1,1,1,,,,,,,,,,,,,,,
,Wednesday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,"Croydon, London",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,A least seven people,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,,,,,,,,,,,,,,,
why,the tram was apparently traveling faster than permitted on a curve,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,jumped the rails on a sharp curve,,1,1,1,,,,,,,,,,,,,,,
,derailed,,1,0,1,,,,,,,,,,,,,,,
,tipped over,,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
7,thesun-6.xml,6b4108b35035f8ac1aefac506edf56401810bd2aa6d7a7404ea51095,,,,,,,,,,,,,,,,,,
what,wins at Interlagos,,1,1,1,,,,,,,,,,,,,,,
,remains favourite,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Sao Paulo,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Lewis Hamilton,,1,1,1,,,,,,,,,,,,,,,
,Nico Rosberg,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,driving at his brilliant best,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,after surviving two red flags,,0,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
8,mirror-6.xml,e0ff5adbdbd19e4bb271818149bbf8e063bf8a52b8429f8af48599cd,,,,,,,,,,,,,,,,,,
what,crash out,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,NULL,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Sao Paulo,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,"Kimi Raikkonen, Marcus Ericsson and Felipe Massa",,1,1,1,,,,,,,,,,,,,,,
,Lewis Hamilton,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,wet conditions,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,due to car problems,,1,0,1,,,,,,,,,,,,,,,
,failed to,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
9,usatoday-3.xml,93a37a20d29ccaf544a7eaf0a723902f5e46942946f8ed2fa85ea313,,,,,,,,,,,,,,,,,,
what,gets warm farewell,,1,1,0,,,,,,,,,,,,,,,
,crashes,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,"Sunday, Nov. 13, 2016",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,"Sao Paulo, Brazil",,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Felipe Massa,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,car problems,,0,1,1,,,,,,,,,,,,,,,
,failed to finish his last race,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,due to car problems,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
10,express-6.xml,a5a26c3777257a08635673aab1666d18b3c01f3752a866889968f5c6,,,,,,,,,,,,,,,,,,
what,narrowly avoids crash,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,"Tue, March 22, 2016",,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Brazilian Grand Prix,,1,1,1,,,,,,,,,,,,,,,
,Interlagos,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Max Verstappen,,1,1,1,,,,,,,,,,,,,,,
,Kimi Raikkonen,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,wet conditions,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,narrowly avoids crash,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
11,theguardian-2.xml,580907b65c143b41a4f467c5836a9500b96e423a02f9698b7b1c68c4,,,,,,,,,,,,,,,,,,
what,win first World Series title since 1908,,1,1,1,,,,,,,,,,,,,,,
,defeat Cleveland Indians,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,2016,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Chicago Cubs,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,Chicago Cubs defeat Cleveland Indians,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
12,independent-2.xml,d0a9c4846b02c1bdf2cf6091f52061669dc04593e21aa02398f875bb,,,,,,,,,,,,,,,,,,
what,first World Series triumph in 108 years,,1,0,0,,,,,,,,,,,,,,,
,Tears of joy,,0,1,0,,,,,,,,,,,,,,,
,celebrate,,0,0,1,,,,,,,,,,,,,,,
when,Wednesday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Chicago,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Chicago Cubs fans,,0,1,1,,,,,,,,,,,,,,,
,Chicago Cubs,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,first World Series triumph in 108 years,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,fans spilled from ,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
13,washingtonpost-1.xml,,,,,,,,,,,,,,,,,,,
what,won the World Series,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,12:47 a.m. Thursday,,1,1,1,,,,,,,,,,,,,,,
,Nov. 2,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Chicago Cubs,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,10-inning victory over the Cleveland Indians,,1,0,0,,,,,,,,,,,,,,,
,they celebrated,,0,0,1,,,,,,,,,,,,,,,
,NULL,,0,1,0,,,,,,,,,,,,,,,
how,delay,,1,1,1,,,,,,,,,,,,,,,
,out a late,,0,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
14,independent-8.xml,13a20be02e984533782dc2c6cd2f468b879ce4be88127566da043b0f,,,,,,,,,,,,,,,,,,
what,sparks outrage,,0,1,1,,,,,,,,,,,,,,,
,has come under fire,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,"November 8, 2016",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,UK,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Toblerone,,1,1,1,,,,,,,,,,,,,,,
,Mondelez International,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,changing iconic shape,,0,1,1,,,,,,,,,,,,,,,
,increased the space between the distinctive triangles of its bars,,1,0,1,,,,,,,,,,,,,,,
,due to price rises,,0,1,1,,,,,,,,,,,,,,,
how,increased the space,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
15,standard-5.xml,70261f2597e8f396526932da610eb2eb12a53db6da55cee7cb0260ab,,,,,,,,,,,,,,,,,,
what,sparks anger among fans,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,"November 7, 2016",,1,1,1,,,,,,,,,,,,,,,
,"November 8, 2016",,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,UK,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Toblerone,,1,1,0,,,,,,,,,,,,,,,
,Fans of the iconic Toblerone bar,,0,1,1,,,,,,,,,,,,,,,
,Mondelez International,,0,1,1,,,,,,,,,,,,,,,
why,chocolate bar shape change,,1,0,1,,,,,,,,,,,,,,,
,rising costs,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,have hit out,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
16,nypost-6.xml,2f79eb6f3371ab81f51d7028fdc75f27d89c07183e0d1b5f4bb8139f,,,,,,,,,,,,,,,,,,
what,are pissed,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,1,1,1,,,,,,,,,,,,,,,
when,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,UK,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Toblerone,,1,1,1,,,,,,,,,,,,,,,
,People,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,higher costs for numerous ingredients,,1,1,0,,,,,,,,,,,,,,,
,new candy size,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,criticism,,0,1,1,,,,,,,,,,,,,,,
,facing,,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
17,express-7.xml,e8a979de28fef3fdc3a5f6ee1c971260273dd814493fa1760d0b098c,,,,,,,,,,,,,,,,,,
what,shrinks chocolate bar,,1,1,1,,,,,,,,,,,,,,,
,outraged,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,NULL,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Toblerone,,1,1,1,,,,,,,,,,,,,,,
,Toblerone lovers,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,rising cost of ingredients,,1,1,1,,,,,,,,,,,,,,,
,,,1,1,1,,,,,,,,,,,,,,,
,,,1,1,1,,,,,,,,,,,,,,,
how,shrinks chocolate bar,,1,1,1,,,,,,,,,,,,,,,
,denies Brexit link,,0,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
18,washingtonpost-5.xml,ffc48dad9efe19c6590a15c207bff7b3d1ec6b384c5c3f81e6eed722,,,,,,,,,,,,,,,,,,
what,Clinton's emails,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Sunday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,James B. Comey,,0,1,1,,,,,,,,,,,,,,,
,Clinton,,1,1,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,the new email cache may have nothing of relevance in it,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,vague note,,1,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
19,nypost-5.xml,95590d7d6543d8065d6b1a3ae4e9acc06cb23af05502e65de435079e,,,,,,,,,,,,,,,,,,
what,stands by decision not to charge Clinton,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Sunday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,FBI,,1,0,1,,,,,,,,,,,,,,,
,FBI Director James Comey,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,after review of additional emails,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,announcing that there would not be any charges,,1,1,1,,,,,,,,,,,,,,,
,named,,,,,,,,,,,,,,,,,,,
,announcing,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
20,bbc-6.xml,http://www.bbc.com/news/election-us-2016-37963965,,,,,,,,,,,,,,,,,,
what,blames defeat on FBI director,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Saturday,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Hillary Clinton,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,interventions by the FBI director,,0,1,0,,,,,,,,,,,,,,,
,Comey informed Congress that the FBI was examining newly discovered emails,,0,0,1,,,,,,,,,,,,,,,
,NULL,,1,0,0,,,,,,,,,,,,,,,
how,blames,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
21,mirror-3.xml,96fc7937fa5c0c4e621b9c8fd90a8fa9f240776540dcde1a548476a6,,,,,,,,,,,,,,,,,,
what,blames FBI director James Comey,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,NULL,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,NULL,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Hillary Clinton,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,the FBI's decision to revive its examination of her email accounts,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,on the phone,,1,0,0,,,,,,,,,,,,,,,
,blamed the FBI's decision,,0,1,0,,,,,,,,,,,,,,,
,decision,,0,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22,telegraph-5.xml,8d8b3ee8d6027ae6ebb8054b5197f9e2379d8e4df14cacbfe3dfd43a,,,,,,,,,,,,,,,,,,
what,protests outside Trump Tower,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Wednesday morning,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,New York City,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Lady Gaga,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,NULL,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,was photographed,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
23,standard-2.xml,bb685f550950e648615fd000b068ca0f91fcf164a89aa1dfa03626ad,,,,,,,,,,,,,,,,,,
what,stages protest,,1,1,1,,,,,,,,,,,,,,,
,,,1,1,1,,,,,,,,,,,,,,,
,,,1,1,1,,,,,,,,,,,,,,,
when,"Nov 9, 2016 at 1:57am",,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,outside Trump Towers ,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Lady Gaga,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,Donald Trump defeated Hillary Clinton,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,staged,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24,thesun-4.xml,eff840c72c63f3ffa71643f2fe7a74cb08546ba3c24bc7b67bebf01f,,,,,,,,,,,,,,,,,,
what,have 'life-threatening' injuries,,1,0,1,,,,,,,,,,,,,,,
,shooting leaves five hurt,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,shortly before 7 pm,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,Seattle,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,Two people,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,shooting near demonstration,,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,gunman opened fire,,1,0,0,,,,,,,,,,,,,,,
,after shooting,,0,1,0,,,,,,,,,,,,,,,
,protests,,0,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
25,dailymail-7.xml,49df90c6ca2079a1417f842e5dde6bc0380cb2228736ebde0ccf396a,,,,,,,,,,,,,,,,,,
what,opened fire,,1,1,1,,,,,,,,,,,,,,,
,Trump protest march in Seattle marred by shooting,,0,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
when,Wednesday night,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
where,downtown Seattle,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
who,A gunman,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
why,some type of personal argument,,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
how,near,,1,1,0,,,,,,,,,,,,,,,
,fire,,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
