position,frequency,entailment,distance_from_publisher_date,accurate,score
0.7,0.6,0.3,0.0,0.8,0.7250294700753324
0.7,0.6,0.3,0.0,0.9,0.6826275593588131
0.0,0.8,0.3,0.3,0.3,0.08314275824537974
0.7,0.6,0.3,0.0,1.0,0.7797002018260513
0.7,0.6,0.3,0.1,0.0,0.6047409952599774
0.7,0.6,0.3,0.1,0.1,0.6662128560029058
0.7,0.6,0.3,0.1,0.2,0.6068023581291468
0.7,0.6,0.3,0.1,0.3,0.6792838012503183
0.7,0.6,0.3,0.1,0.4,0.6587650490663614
0.7,0.6,0.3,0.1,0.5,0.7118626052438426
0.7,0.6,0.3,0.1,0.6,0.6587650490663614
0.7,0.6,0.3,0.1,0.7,0.7092524411043543
0.7,0.6,0.3,0.1,0.8,0.6548572537919392
0.0,0.8,0.3,0.3,0.4,0.09253592609109731
0.7,0.6,0.3,0.1,0.9,0.7135544539501507
0.7,0.6,0.3,0.1,1.0,0.713957897716808
0.7,0.6,0.3,0.2,0.0,0.6640013180668332
0.7,0.6,0.3,0.2,0.1,0.602690701409958
0.7,0.6,0.3,0.2,0.2,0.6640013180668332
0.7,0.6,0.3,0.2,0.3,0.6179731845934422
0.7,0.6,0.3,0.2,0.4,0.6732900131388382
0.7,0.6,0.3,0.2,0.5,0.6220848413126321
0.7,0.6,0.3,0.2,0.6,0.7032586529928742
0.7,0.6,0.3,0.2,0.7,0.6546636453061563
0.0,0.8,0.3,0.3,0.5,0.08314275824537974
0.7,0.6,0.3,0.2,0.8,0.6991572492326691
0.7,0.6,0.3,0.2,0.9,0.6700765114686859
0.7,0.6,0.3,0.2,1.0,0.7712567620204739
0.7,0.6,0.3,0.3,0.0,0.5780940714202447
0.7,0.6,0.3,0.3,0.1,0.6662128560029058
0.7,0.6,0.3,0.3,0.2,0.6023390554500153
0.7,0.6,0.3,0.3,0.3,0.6792838012503183
0.7,0.6,0.3,0.3,0.4,0.6196726485436852
0.7,0.6,0.3,0.3,0.5,0.6792838012503183
0.7,0.6,0.3,0.3,0.6,0.6196726485436852
0.0,0.8,0.3,0.3,0.6,0.1875414895570594
0.7,0.6,0.3,0.3,0.7,0.6766736371108291
0.7,0.6,0.3,0.3,0.8,0.6483436572627873
0.7,0.6,0.3,0.3,0.9,0.7095459539561169
0.7,0.6,0.3,0.3,1.0,0.703435801193622
0.7,0.6,0.3,0.4,0.0,0.08487055918094354
0.7,0.6,0.3,0.4,0.1,0.03714273622686443
0.7,0.6,0.3,0.4,0.2,0.10500388649152481
0.7,0.6,0.3,0.4,0.3,0.07255854672093047
0.7,0.6,0.3,0.4,0.4,0.12868978628101158
0.7,0.6,0.3,0.4,0.5,0.07667020344012032
0.0,0.8,0.3,0.3,0.7,0.1781483217113423
0.7,0.6,0.3,0.4,0.6,0.1260796221415228
0.7,0.6,0.3,0.4,0.7,0.07667020344012032
0.7,0.6,0.3,0.4,0.8,0.11689368662233822
0.7,0.6,0.3,0.4,0.9,0.1716757669060824
0.7,0.6,0.3,0.4,1.0,0.25770023643169776
0.7,0.6,0.3,0.5,0.0,0.03919303007688529
0.7,0.6,0.3,0.5,0.1,0.08708209711701628
0.7,0.6,0.3,0.5,0.2,0.041254392946054735
0.7,0.6,0.3,0.5,0.3,0.10500388649152435
0.7,0.6,0.3,0.5,0.4,0.08077160720032585
0.0,0.8,0.3,0.3,0.8,0.1875414895570594
0.7,0.6,0.3,0.5,0.5,0.12028636967500958
0.7,0.6,0.3,0.5,0.6,0.08077160720032585
0.7,0.6,0.3,0.5,0.7,0.11767620553552034
0.7,0.6,0.3,0.5,0.8,0.0768638119259032
0.7,0.6,0.3,0.5,0.9,0.11127440110785981
0.7,0.6,0.3,0.5,1.0,0.11185956562479
0.7,0.6,0.3,0.6,0.0,0.08487055918094354
0.7,0.6,0.3,0.6,0.1,0.03714273622686443
0.7,0.6,0.3,0.6,0.2,0.08487055918094354
0.7,0.6,0.3,0.6,0.3,0.03714273622686443
0.0,0.8,0.3,0.3,0.9,0.16583385747174184
0.0,0.0,0.3,0.9,0.0,0.031597659377863505
0.7,0.6,0.3,0.6,0.4,0.10930589933732175
0.7,0.6,0.3,0.6,0.5,0.05728631649643004
0.7,0.6,0.3,0.6,0.6,0.09229853048035132
0.7,0.6,0.3,0.6,0.7,0.05728631649643004
0.7,0.6,0.3,0.6,0.8,0.08418862672611188
0.7,0.6,0.3,0.6,0.9,0.05066765236290779
0.7,0.6,0.3,0.6,1.0,0.12478738311347301
0.7,0.6,0.3,0.7,0.0,0.03919303007688529
0.7,0.6,0.3,0.7,0.1,0.08708209711701628
0.7,0.6,0.3,0.7,0.2,0.041254392946054735
0.0,0.8,0.3,0.3,1.0,0.18788657907637546
0.7,0.6,0.3,0.7,0.3,0.08487055918094354
0.7,0.6,0.3,0.7,0.4,0.041254392946054735
0.7,0.6,0.3,0.7,0.5,0.09829231859183096
0.7,0.6,0.3,0.7,0.6,0.06138772025663556
0.7,0.6,0.3,0.7,0.7,0.09428381859779704
0.7,0.6,0.3,0.7,0.8,0.053471424988178994
0.7,0.6,0.3,0.7,0.9,0.09189051416416953
0.7,0.6,0.3,0.7,1.0,0.09170599866485289
0.7,0.6,0.3,0.8,0.0,0.06490630377035862
0.7,0.6,0.3,0.8,0.1,0.03714273622686443
0.0,0.8,0.3,0.4,0.0,0.05650013850969983
0.7,0.6,0.3,0.8,0.2,0.08487055918094354
0.7,0.6,0.3,0.8,0.3,0.03714273622686443
0.7,0.6,0.3,0.8,0.4,0.07477536730925882
0.7,0.6,0.3,0.8,0.5,0.03715298918584922
0.7,0.6,0.3,0.8,0.6,0.0882900304863174
0.7,0.6,0.3,0.8,0.7,0.05728631649643004
0.7,0.6,0.3,0.8,0.8,0.08418862672611188
0.7,0.6,0.3,0.8,0.9,0.05066765236290779
0.7,0.6,0.3,0.8,1.0,0.12478738311347301
0.7,0.6,0.3,0.9,0.0,0.03919303007688529
0.0,0.8,0.3,0.4,0.1,0.08657182220148077
0.7,0.6,0.3,0.9,0.1,0.06711784170643137
0.7,0.6,0.3,0.9,0.2,0.041254392946054735
0.7,0.6,0.3,0.9,0.3,0.06490630377035862
0.7,0.6,0.3,0.9,0.4,0.041254392946054735
0.7,0.6,0.3,0.9,0.5,0.05819473587066434
0.7,0.6,0.3,0.9,0.6,0.041254392946054735
0.7,0.6,0.3,0.9,0.7,0.09428381859779704
0.7,0.6,0.3,0.9,0.8,0.053471424988178994
0.7,0.6,0.3,0.9,0.9,0.09858583144359354
0.7,0.6,0.3,0.9,1.0,0.09170599866485289
0.0,0.8,0.3,0.4,0.2,0.07287858785580016
0.7,0.6,0.3,1.0,0.0,0.06490630377035862
0.7,0.6,0.3,1.0,0.1,0.03714273622686443
0.7,0.6,0.3,1.0,0.2,0.06490630377035862
0.7,0.6,0.3,1.0,0.3,0.03714273622686443
0.7,0.6,0.3,1.0,0.4,0.06920831661615558
0.7,0.6,0.3,1.0,0.5,0.03715298918584922
0.7,0.6,0.3,1.0,0.6,0.08255390789321777
0.7,0.6,0.3,1.0,0.7,0.053277816502396116
0.7,0.6,0.3,1.0,0.8,0.08418862672611188
0.7,0.6,0.3,1.0,0.9,0.05066765236290779
0.0,0.8,0.3,0.4,0.3,0.10295027154758064
0.7,0.6,0.3,1.0,1.0,0.13432957786117924
0.7,0.7,0.3,0.0,0.0,0.6172920431501056
0.7,0.7,0.3,0.0,0.1,0.7212344713838795
0.7,0.7,0.3,0.0,0.2,0.6305242324835695
0.7,0.7,0.3,0.0,0.3,0.7186733646981908
0.7,0.7,0.3,0.0,0.4,0.6672146931962836
0.7,0.7,0.3,0.0,0.5,0.7380572516418802
0.7,0.7,0.3,0.0,0.6,0.6672146931962836
0.7,0.7,0.3,0.0,0.7,0.7354470875023918
0.7,0.7,0.3,0.0,0.8,0.6674083016820664
0.0,0.8,0.3,0.4,0.4,0.11162484475541004
0.7,0.7,0.3,0.0,0.9,0.7313456837421868
0.7,0.7,0.3,0.0,1.0,0.6675448889854564
0.7,0.7,0.3,0.1,0.0,0.6735435128145393
0.7,0.7,0.3,0.1,0.1,0.6026907014099571
0.7,0.7,0.3,0.1,0.2,0.6735435128145393
0.7,0.7,0.3,0.1,0.3,0.6026907014099571
0.7,0.7,0.3,0.1,0.4,0.7214047999915479
0.7,0.7,0.3,0.1,0.5,0.6587650490663614
0.7,0.7,0.3,0.1,0.6,0.7257068128373453
0.7,0.7,0.3,0.1,0.7,0.6587650490663614
0.0,0.8,0.3,0.4,0.5,0.10295027154758064
0.7,0.7,0.3,0.1,0.8,0.7796841872326162
0.7,0.7,0.3,0.1,0.9,0.6546636453061563
0.7,0.7,0.3,0.1,1.0,0.7593233766144962
0.7,0.7,0.3,0.2,0.0,0.6047409952599783
0.7,0.7,0.3,0.2,0.1,0.6735435128145384
0.7,0.7,0.3,0.2,0.2,0.602690701409958
0.7,0.7,0.3,0.2,0.3,0.6735435128145384
0.7,0.7,0.3,0.2,0.4,0.6220848413126321
0.7,0.7,0.3,0.2,0.5,0.6929273997582287
0.7,0.7,0.3,0.2,0.6,0.6546636453061563
0.0,0.8,0.3,0.4,0.6,0.11162484475541004
0.7,0.7,0.3,0.2,0.7,0.7228960396122647
0.7,0.7,0.3,0.2,0.8,0.6548572537919392
0.7,0.7,0.3,0.2,0.9,0.7187946358520596
0.7,0.7,0.3,0.2,1.0,0.625183770215318
0.7,0.7,0.3,0.3,0.0,0.6534101855039585
0.7,0.7,0.3,0.3,0.1,0.5961771048808051
0.7,0.7,0.3,0.3,0.2,0.6735435128145393
0.7,0.7,0.3,0.3,0.3,0.5961771048808051
0.7,0.7,0.3,0.3,0.4,0.6888259959980236
0.7,0.7,0.3,0.3,0.5,0.6196726485436852
0.0,0.8,0.3,0.4,0.7,0.19574429707747
0.7,0.7,0.3,0.3,0.6,0.6931280088438201
0.7,0.7,0.3,0.3,0.7,0.6196726485436852
0.7,0.7,0.3,0.3,0.8,0.7796841872326162
0.7,0.7,0.3,0.3,0.9,0.6481500487770044
0.7,0.7,0.3,0.3,1.0,0.7460022036619602
0.7,0.7,0.3,0.4,0.0,0.039193030076884836
0.7,0.7,0.3,0.4,0.1,0.08487069642279065
0.7,0.7,0.3,0.4,0.2,0.05727606353744615
0.7,0.7,0.3,0.4,0.3,0.10500402373337146
0.7,0.7,0.3,0.4,0.4,0.07667020344012032
0.0,0.8,0.3,0.4,0.8,0.20923152319939073
0.0,0.0,0.3,0.9,0.1,0.03444004526062774
0.7,0.7,0.3,0.4,0.5,0.1243879106770613
0.7,0.7,0.3,0.4,0.6,0.07667020344012032
0.7,0.7,0.3,0.4,0.7,0.12177774653757298
0.7,0.7,0.3,0.4,0.8,0.0768638119259032
0.7,0.7,0.3,0.4,0.9,0.21127452122731333
0.7,0.7,0.3,0.4,1.0,0.1565930965327248
0.7,0.7,0.3,0.5,0.0,0.08487069642279065
0.7,0.7,0.3,0.5,0.1,0.037142736226864884
0.7,0.7,0.3,0.5,0.2,0.08487069642279065
0.7,0.7,0.3,0.5,0.3,0.0572760635374457
0.0,0.8,0.3,0.4,0.9,0.1875414895570594
0.7,0.7,0.3,0.5,0.4,0.10500402373337146
0.7,0.7,0.3,0.5,0.5,0.08077160720032585
0.7,0.7,0.3,0.5,0.6,0.12458851976265319
0.7,0.7,0.3,0.5,0.7,0.08077160720032585
0.7,0.7,0.3,0.5,0.8,0.1584695039259762
0.7,0.7,0.3,0.5,0.9,0.07667020344012032
0.7,0.7,0.3,0.5,1.0,0.12478752035532013
0.7,0.7,0.3,0.6,0.0,0.03714273622686443
0.7,0.7,0.3,0.6,0.1,0.08487069642279065
0.7,0.7,0.3,0.6,0.2,0.03714273622686443
0.0,0.8,0.3,0.4,1.0,0.24431528648618583
0.7,0.7,0.3,0.6,0.3,0.08487069642279065
0.7,0.7,0.3,0.6,0.4,0.061387720256636004
0.7,0.7,0.3,0.6,0.5,0.10500402373337146
0.7,0.7,0.3,0.6,0.6,0.05728631649643004
0.7,0.7,0.3,0.6,0.7,0.10239385959388314
0.7,0.7,0.3,0.6,0.8,0.05747992498221292
0.7,0.7,0.3,0.6,0.9,0.09428395583964325
0.7,0.7,0.3,0.6,1.0,0.05757903307272879
0.7,0.7,0.3,0.7,0.0,0.08487069642279065
0.7,0.7,0.3,0.7,0.1,0.03919303007688529
0.0,0.8,0.3,0.5,0.0,0.07836901468106973
0.7,0.7,0.3,0.7,0.2,0.08487069642279065
0.7,0.7,0.3,0.7,0.3,0.037142736226864884
0.7,0.7,0.3,0.7,0.4,0.08487069642279065
0.7,0.7,0.3,0.7,0.5,0.06138772025663556
0.7,0.7,0.3,0.7,0.6,0.10520463281896289
0.7,0.7,0.3,0.7,0.7,0.06138772025663556
0.7,0.7,0.3,0.7,0.8,0.13507711698825198
0.7,0.7,0.3,0.7,0.9,0.053277816502396116
0.7,0.7,0.3,0.7,1.0,0.12478752035532013
0.7,0.7,0.3,0.8,0.0,0.03714273622686443
0.0,0.8,0.3,0.5,0.1,0.06676430889928033
0.7,0.7,0.3,0.8,0.1,0.08487069642279065
0.7,0.7,0.3,0.8,0.2,0.03714273622686443
0.7,0.7,0.3,0.8,0.3,0.08487069642279065
0.7,0.7,0.3,0.8,0.4,0.04125439294605429
0.7,0.7,0.3,0.8,0.5,0.08487069642279065
0.7,0.7,0.3,0.8,0.6,0.05728631649643004
0.7,0.7,0.3,0.8,0.7,0.09838535959984877
0.7,0.7,0.3,0.8,0.8,0.05747992498221292
0.7,0.7,0.3,0.8,0.9,0.09428395583964325
0.7,0.7,0.3,0.8,1.0,0.05757903307272879
0.0,0.8,0.3,0.5,0.2,0.07836901468106973
0.7,0.7,0.3,0.9,0.0,0.08487069642279065
0.7,0.7,0.3,0.9,0.1,0.03919303007688529
0.7,0.7,0.3,0.9,0.2,0.08487069642279065
0.7,0.7,0.3,0.9,0.3,0.037142736226864884
0.7,0.7,0.3,0.9,0.4,0.08487069642279065
0.7,0.7,0.3,0.9,0.5,0.041254392946054735
0.7,0.7,0.3,0.9,0.6,0.08246114136889375
0.7,0.7,0.3,0.9,0.7,0.06138772025663556
0.7,0.7,0.3,0.9,0.8,0.13507711698825198
0.7,0.7,0.3,0.9,0.9,0.053277816502396116
0.0,0.8,0.3,0.5,0.3,0.08314275824537974
0.7,0.7,0.3,0.9,1.0,0.1340010852233064
0.7,0.7,0.3,1.0,0.0,0.03714273622686443
0.7,0.7,0.3,1.0,0.1,0.06490644101220575
0.7,0.7,0.3,1.0,0.2,0.03714273622686443
0.7,0.7,0.3,1.0,0.3,0.06490644101220575
0.7,0.7,0.3,1.0,0.4,0.04125439294605429
0.7,0.7,0.3,1.0,0.5,0.06490644101220575
0.7,0.7,0.3,1.0,0.6,0.03715298918584922
0.7,0.7,0.3,1.0,0.7,0.09838535959984877
0.7,0.7,0.3,1.0,0.8,0.05757903307272879
0.0,0.8,0.3,0.5,0.4,0.09253592609109731
0.7,0.7,0.3,1.0,0.9,0.09428395583964325
0.7,0.7,0.3,1.0,1.0,0.05496886893324047
0.7,0.8,0.3,0.0,0.0,0.6700389524169373
0.7,0.8,0.3,0.0,0.1,0.6172920431501056
0.7,0.8,0.3,0.0,0.2,0.6700389524169373
0.7,0.8,0.3,0.0,0.3,0.6631030364770937
0.7,0.8,0.3,0.0,0.4,0.7026177564104624
0.7,0.8,0.3,0.0,0.5,0.6672146931962836
0.7,0.8,0.3,0.0,0.6,0.7220016433541518
0.7,0.8,0.3,0.0,0.7,0.6672146931962836
0.0,0.8,0.3,0.5,0.5,0.08314275824537974
0.7,0.8,0.3,0.0,0.8,0.7236934920604609
0.7,0.8,0.3,0.0,0.9,0.6672146931962836
0.7,0.8,0.3,0.0,1.0,0.7751035950700695
0.7,0.8,0.3,0.1,0.0,0.6026907014099571
0.7,0.8,0.3,0.1,0.1,0.6574879045268109
0.7,0.8,0.3,0.1,0.2,0.6026907014099571
0.7,0.8,0.3,0.1,0.3,0.6574879045268109
0.7,0.8,0.3,0.1,0.4,0.639381162122672
0.7,0.8,0.3,0.1,0.5,0.7053491917038205
0.7,0.8,0.3,0.1,0.6,0.6587650490663614
0.0,0.8,0.3,0.5,0.6,0.09253592609109731
0.7,0.8,0.3,0.1,0.7,0.7053491917038205
0.7,0.8,0.3,0.1,0.8,0.6589586575521442
0.7,0.8,0.3,0.1,0.9,0.7027390275643313
0.7,0.8,0.3,0.1,1.0,0.6548572537919392
0.7,0.8,0.3,0.2,0.0,0.6574879045268109
0.7,0.8,0.3,0.2,0.1,0.6047409952599783
0.7,0.8,0.3,0.2,0.2,0.6574879045268109
0.7,0.8,0.3,0.2,0.3,0.602690701409958
0.7,0.8,0.3,0.2,0.4,0.6574879045268109
0.7,0.8,0.3,0.2,0.5,0.6220848413126321
0.0,0.8,0.3,0.5,0.7,0.08314275824537974
0.0,0.0,0.3,0.9,0.2,0.024897877961291476
0.7,0.8,0.3,0.2,0.6,0.7094505954640256
0.7,0.8,0.3,0.2,0.7,0.6546636453061563
0.7,0.8,0.3,0.2,0.8,0.710066412405388
0.7,0.8,0.3,0.2,0.9,0.6546636453061563
0.7,0.8,0.3,0.2,1.0,0.7625525471799424
0.7,0.8,0.3,0.3,0.0,0.5760437775702243
0.7,0.8,0.3,0.3,0.1,0.6574879045268109
0.7,0.8,0.3,0.3,0.2,0.5961771048808051
0.7,0.8,0.3,0.3,0.3,0.6574879045268109
0.7,0.8,0.3,0.3,0.4,0.600288761599995
0.0,0.8,0.3,0.5,0.8,0.09272953457688018
0.7,0.8,0.3,0.3,0.5,0.6727703877102953
0.7,0.8,0.3,0.3,0.6,0.6196726485436852
0.7,0.8,0.3,0.3,0.7,0.6727703877102953
0.7,0.8,0.3,0.3,0.8,0.6524450610229924
0.7,0.8,0.3,0.3,0.9,0.7027390275643313
0.7,0.8,0.3,0.3,1.0,0.6483436572627873
0.7,0.8,0.3,0.4,0.0,0.07835714564092096
0.7,0.8,0.3,0.4,0.1,0.039193030076884836
0.7,0.8,0.3,0.4,0.2,0.09849047295150223
0.7,0.8,0.3,0.4,0.3,0.05727606353744615
0.0,0.8,0.3,0.5,0.9,0.16583385747174184
0.7,0.8,0.3,0.4,0.4,0.09849047295150223
0.7,0.8,0.3,0.4,0.5,0.07667020344012032
0.7,0.8,0.3,0.4,0.6,0.11787435989519207
0.7,0.8,0.3,0.4,0.7,0.07667020344012032
0.7,0.8,0.3,0.4,0.8,0.11849017683655463
0.7,0.8,0.3,0.4,0.9,0.1716757669060824
0.7,0.8,0.3,0.4,1.0,0.24707921480712491
0.7,0.8,0.3,0.5,0.0,0.037142736226864884
0.7,0.8,0.3,0.5,0.1,0.07835714564092142
0.7,0.8,0.3,0.5,0.2,0.037142736226864884
0.0,0.8,0.3,0.5,1.0,0.18808018756215833
0.7,0.8,0.3,0.5,0.3,0.09849047295150223
0.7,0.8,0.3,0.5,0.4,0.06138772025663556
0.7,0.8,0.3,0.5,0.5,0.09849047295150223
0.7,0.8,0.3,0.5,0.6,0.08077160720032585
0.7,0.8,0.3,0.5,0.7,0.11377295613498654
0.7,0.8,0.3,0.5,0.8,0.08096521568610826
0.7,0.8,0.3,0.5,0.9,0.11116279199549822
0.7,0.8,0.3,0.5,1.0,0.0768638119259032
0.7,0.8,0.3,0.6,0.0,0.07835714564092096
0.7,0.8,0.3,0.6,0.1,0.039193030076884836
0.0,0.8,0.3,0.6,0.0,0.05444984465967943
0.7,0.8,0.3,0.6,0.2,0.07835714564092096
0.7,0.8,0.3,0.6,0.3,0.03714273622686443
0.7,0.8,0.3,0.6,0.4,0.09849047295150223
0.7,0.8,0.3,0.6,0.5,0.061387720256636004
0.7,0.8,0.3,0.6,0.6,0.09849047295150223
0.7,0.8,0.3,0.6,0.7,0.05728631649643004
0.7,0.8,0.3,0.6,0.8,0.0991062898928648
0.7,0.8,0.3,0.6,0.9,0.05728631649643004
0.7,0.8,0.3,0.6,1.0,0.12748753444143715
0.7,0.8,0.3,0.7,0.0,0.037142736226864884
0.0,0.8,0.3,0.6,0.1,0.08657182220148077
0.7,0.8,0.3,0.7,0.1,0.07835714564092142
0.7,0.8,0.3,0.7,0.2,0.037142736226864884
0.7,0.8,0.3,0.7,0.3,0.07835714564092142
0.7,0.8,0.3,0.7,0.4,0.041254392946054735
0.7,0.8,0.3,0.7,0.5,0.09849047295150223
0.7,0.8,0.3,0.7,0.6,0.06138772025663556
0.7,0.8,0.3,0.7,0.7,0.09438906919129716
0.7,0.8,0.3,0.7,0.8,0.06158132874241843
0.7,0.8,0.3,0.7,0.9,0.08777040505777402
0.7,0.8,0.3,0.7,1.0,0.05747992498221292
0.0,0.8,0.3,0.6,0.2,0.05444984465967943
0.7,0.8,0.3,0.8,0.0,0.07835714564092096
0.7,0.8,0.3,0.8,0.1,0.039193030076884836
0.7,0.8,0.3,0.8,0.2,0.07835714564092096
0.7,0.8,0.3,0.8,0.3,0.03714273622686443
0.7,0.8,0.3,0.8,0.4,0.07835714564092096
0.7,0.8,0.3,0.8,0.5,0.04125439294605429
0.7,0.8,0.3,0.8,0.6,0.08409326823402058
0.7,0.8,0.3,0.8,0.7,0.05728631649643004
0.7,0.8,0.3,0.8,0.8,0.08177661694629482
0.7,0.8,0.3,0.8,0.9,0.05728631649643004
0.0,0.8,0.3,0.6,0.3,0.10295027154758064
0.7,0.8,0.3,0.8,1.0,0.1141663614889011
0.7,0.8,0.3,0.9,0.0,0.037142736226864884
0.7,0.8,0.3,0.9,0.1,0.07835714564092142
0.7,0.8,0.3,0.9,0.2,0.037142736226864884
0.7,0.8,0.3,0.9,0.3,0.07835714564092142
0.7,0.8,0.3,0.9,0.4,0.041254392946054735
0.7,0.8,0.3,0.9,0.5,0.07835714564092142
0.7,0.8,0.3,0.9,0.6,0.041254392946054735
0.7,0.8,0.3,0.9,0.7,0.09438906919129716
0.7,0.8,0.3,0.9,0.8,0.06138772025663556
0.0,0.8,0.3,0.6,0.4,0.11143123626962716
0.7,0.8,0.3,0.9,0.9,0.08777040505777402
0.7,0.8,0.3,0.9,1.0,0.05738542458694592
0.7,0.8,0.3,1.0,0.0,0.07835714564092096
0.7,0.8,0.3,1.0,0.1,0.039193030076884836
0.7,0.8,0.3,1.0,0.2,0.07855075412670384
0.7,0.8,0.3,1.0,0.3,0.03714273622686443
0.7,0.8,0.3,1.0,0.4,0.07855075412670384
0.7,0.8,0.3,1.0,0.5,0.04125439294605429
0.7,0.8,0.3,1.0,0.6,0.07855075412670384
0.7,0.8,0.3,1.0,0.7,0.05728631649643004
0.0,0.8,0.3,0.6,0.5,0.10295027154758064
0.7,0.8,0.3,1.0,0.8,0.0819702254320777
0.7,0.8,0.3,1.0,0.9,0.053277816502396116
0.7,0.8,0.3,1.0,1.0,0.11435996997468396
0.7,0.9,0.3,0.0,0.0,0.6366503987349523
0.7,0.9,0.3,0.0,0.1,0.6702325609027202
0.7,0.9,0.3,0.0,0.2,0.6366503987349523
0.7,0.9,0.3,0.0,0.3,0.7028113648962453
0.7,0.9,0.3,0.0,0.4,0.6845116859119609
0.7,0.9,0.3,0.0,0.5,0.7028113648962453
0.7,0.9,0.3,0.0,0.6,0.6886233426311507
0.0,0.8,0.3,0.6,0.6,0.11143123626962716
0.0,0.0,0.3,0.9,0.3,0.056239713499796055
0.7,0.9,0.3,0.0,0.7,0.7221952518399347
0.7,0.9,0.3,0.0,0.8,0.6886233426311507
0.7,0.9,0.3,0.0,0.9,0.7221952518399347
0.7,0.9,0.3,0.0,1.0,0.6692394556874613
0.7,0.9,0.3,0.1,0.0,0.6576815130125938
0.7,0.9,0.3,0.1,0.1,0.6047409952599774
0.7,0.9,0.3,0.1,0.2,0.6576815130125938
0.7,0.9,0.3,0.1,0.3,0.6026907014099571
0.7,0.9,0.3,0.1,0.4,0.6902603170061181
0.7,0.9,0.3,0.1,0.5,0.6352695054034821
0.0,0.8,0.3,0.6,0.7,0.1007387336115079
0.7,0.9,0.3,0.1,0.6,0.6911455954721207
0.7,0.9,0.3,0.1,0.7,0.6587650490663614
0.7,0.9,0.3,0.1,0.8,0.7477331340068801
0.7,0.9,0.3,0.1,0.9,0.6587650490663614
0.7,0.9,0.3,0.1,1.0,0.7300410957694988
0.7,0.9,0.3,0.2,0.0,0.596177104880806
0.7,0.9,0.3,0.2,0.1,0.6576815130125938
0.7,0.9,0.3,0.2,0.2,0.596177104880806
0.7,0.9,0.3,0.2,0.3,0.6576815130125938
0.7,0.9,0.3,0.2,0.4,0.596177104880806
0.0,0.8,0.3,0.6,0.8,0.11162484475541004
0.7,0.9,0.3,0.2,0.5,0.6576815130125938
0.7,0.9,0.3,0.2,0.6,0.6481500487770044
0.7,0.9,0.3,0.2,0.7,0.7096442039498074
0.7,0.9,0.3,0.2,0.8,0.6481500487770044
0.7,0.9,0.3,0.2,0.9,0.7070341770521663
0.7,0.9,0.3,0.2,1.0,0.628766161833315
0.7,0.9,0.3,0.3,0.0,0.6375483229438601
0.7,0.9,0.3,0.3,0.1,0.5982273987308255
0.7,0.9,0.3,0.3,0.2,0.6576816502544409
0.7,0.9,0.3,0.3,0.3,0.5961771048808051
0.0,0.8,0.3,0.6,0.9,0.08852742609706339
0.7,0.9,0.3,0.3,0.4,0.647391916379662
0.7,0.9,0.3,0.3,0.5,0.5961771048808051
0.7,0.9,0.3,0.3,0.6,0.6759955725156824
0.7,0.9,0.3,0.3,0.7,0.6196726485436852
