position,frequency,entailment,distance_from_publisher_date,accurate,score
0.0,0.8,0.3,0.4,0.5,0.8650847983326346
0.7,0.7,0.3,0.1,0.8,1.0246955297657436
0.7,0.7,0.3,0.1,0.9,0.9952088738164159
0.7,0.7,0.3,0.1,1.0,1.019893341195012
0.7,0.7,0.3,0.2,0.0,0.9834343927326894
0.7,0.7,0.3,0.2,0.1,0.9996617753077246
0.7,0.7,0.3,0.2,0.2,0.9829508217257253
0.7,0.7,0.3,0.2,0.3,0.9996617753077246
0.7,0.7,0.3,0.2,0.4,0.9875250166694624
0.7,0.7,0.3,0.2,0.5,1.0042335520450665
0.7,0.7,0.3,0.2,0.6,0.9952088738164159
0.0,0.8,0.3,0.4,0.6,0.8671307353582234
0.7,0.7,0.3,0.2,0.7,1.0113017902643908
0.7,0.7,0.3,0.2,0.8,0.9952545372467705
0.7,0.7,0.3,0.2,0.9,1.0103344557790102
0.7,0.7,0.3,0.2,1.0,0.988255912960239
0.7,0.7,0.3,0.3,0.0,0.994913239696101
0.7,0.7,0.3,0.3,0.1,0.9814145607490224
0.7,0.7,0.3,0.3,0.2,0.9996617753077248
0.7,0.7,0.3,0.3,0.3,0.9814145607490224
0.7,0.7,0.3,0.3,0.4,1.0032662175596858
0.7,0.7,0.3,0.3,0.5,0.9869560901781405
0.0,0.8,0.3,0.4,0.7,0.8869706857459403
0.7,0.7,0.3,0.3,0.6,1.004280866598307
0.7,0.7,0.3,0.3,0.7,0.9869560901781405
0.7,0.7,0.3,0.3,0.8,1.0246955297657436
0.7,0.7,0.3,0.3,0.9,0.9936726128397133
0.7,0.7,0.3,0.3,1.0,1.0167514827640671
0.7,0.7,0.3,0.4,0.0,0.8500473667669447
0.7,0.7,0.3,0.4,0.1,0.8608206493919885
0.7,0.7,0.3,0.4,0.2,0.8543123313716046
0.7,0.7,0.3,0.4,0.3,0.8655691850036124
0.7,0.7,0.3,0.4,0.4,0.8588865263153416
0.0,0.8,0.3,0.4,0.8,0.8901517085621892
0.0,0.0,0.3,0.9,0.1,0.8489263539649702
0.7,0.7,0.3,0.4,0.5,0.8701409617409541
0.7,0.7,0.3,0.4,0.6,0.8588865263153416
0.7,0.7,0.3,0.4,0.7,0.869525342813325
0.7,0.7,0.3,0.4,0.8,0.8589321897456962
0.7,0.7,0.3,0.4,0.9,0.8906335588167652
0.7,0.7,0.3,0.4,1.0,0.8777366993731641
0.7,0.7,0.3,0.5,0.0,0.8608206493919885
0.7,0.7,0.3,0.5,0.1,0.8495637957599806
0.7,0.7,0.3,0.5,0.2,0.8608206493919885
0.7,0.7,0.3,0.5,0.3,0.8543123313716044
0.0,0.8,0.3,0.4,0.9,0.8850360167751788
0.7,0.7,0.3,0.5,0.4,0.8655691850036124
0.7,0.7,0.3,0.5,0.5,0.8598538608007225
0.7,0.7,0.3,0.5,0.6,0.8701882762941947
0.7,0.7,0.3,0.5,0.7,0.8598538608007225
0.7,0.7,0.3,0.5,0.8,0.8781792584788359
0.7,0.7,0.3,0.5,0.9,0.8588865263153416
0.7,0.7,0.3,0.5,1.0,0.8702352114771597
0.7,0.7,0.3,0.6,0.0,0.8495637957599805
0.7,0.7,0.3,0.6,0.1,0.8608206493919885
0.7,0.7,0.3,0.6,0.2,0.8495637957599805
0.0,0.8,0.3,0.4,1.0,0.8984263716015951
0.7,0.7,0.3,0.6,0.3,0.8608206493919885
0.7,0.7,0.3,0.6,0.4,0.8552820840633807
0.7,0.7,0.3,0.6,0.5,0.8655691850036124
0.7,0.7,0.3,0.6,0.6,0.8543147495779998
0.7,0.7,0.3,0.6,0.7,0.8649535660759834
0.7,0.7,0.3,0.6,0.8,0.8543604130083544
0.7,0.7,0.3,0.6,0.9,0.8630408088754579
0.7,0.7,0.3,0.6,1.0,0.8543837880963343
0.7,0.7,0.3,0.7,0.0,0.8608206493919885
0.7,0.7,0.3,0.7,0.1,0.8500473667669448
0.0,0.8,0.3,0.5,0.0,0.8592871985713793
0.7,0.7,0.3,0.7,0.2,0.8608206493919885
0.7,0.7,0.3,0.7,0.3,0.8495637957599806
0.7,0.7,0.3,0.7,0.4,0.8608206493919885
0.7,0.7,0.3,0.7,0.5,0.8552820840633806
0.7,0.7,0.3,0.7,0.6,0.8656164995568529
0.7,0.7,0.3,0.7,0.7,0.8552820840633806
0.7,0.7,0.3,0.7,0.8,0.8726620590263495
0.7,0.7,0.3,0.7,0.9,0.8533693268628552
0.7,0.7,0.3,0.7,1.0,0.8702352114771597
0.7,0.7,0.3,0.8,0.0,0.8495637957599805
0.0,0.8,0.3,0.5,0.1,0.8565501766267609
0.7,0.7,0.3,0.8,0.1,0.8608206493919885
0.7,0.7,0.3,0.8,0.2,0.8495637957599805
0.7,0.7,0.3,0.8,0.3,0.8608206493919885
0.7,0.7,0.3,0.8,0.4,0.8505335484517567
0.7,0.7,0.3,0.8,0.5,0.8608206493919885
0.7,0.7,0.3,0.8,0.6,0.8543147495779998
0.7,0.7,0.3,0.8,0.7,0.8640081433608386
0.7,0.7,0.3,0.8,0.8,0.8543604130083544
0.7,0.7,0.3,0.8,0.9,0.8630408088754579
0.7,0.7,0.3,0.8,1.0,0.8543837880963343
0.0,0.8,0.3,0.5,0.2,0.8592871985713793
0.7,0.7,0.3,0.9,0.0,0.8608206493919885
0.7,0.7,0.3,0.9,0.1,0.8500473667669448
0.7,0.7,0.3,0.9,0.2,0.8608206493919885
0.7,0.7,0.3,0.9,0.3,0.8495637957599806
0.7,0.7,0.3,0.9,0.4,0.8608206493919885
0.7,0.7,0.3,0.9,0.5,0.8505335484517568
0.7,0.7,0.3,0.9,0.6,0.8602523450176002
0.7,0.7,0.3,0.9,0.7,0.8552820840633806
0.7,0.7,0.3,0.9,0.8,0.8726620590263495
0.7,0.7,0.3,0.9,0.9,0.8533693268628552
0.0,0.8,0.3,0.5,0.3,0.8604131074172546
0.7,0.7,0.3,0.9,1.0,0.8724082721049797
0.7,0.7,0.3,1.0,0.0,0.8495637957599805
0.7,0.7,0.3,1.0,0.1,0.8561119901468327
0.7,0.7,0.3,1.0,0.2,0.8495637957599805
0.7,0.7,0.3,1.0,0.3,0.8561119901468327
0.7,0.7,0.3,1.0,0.4,0.8505335484517567
0.7,0.7,0.3,1.0,0.5,0.8561119901468327
0.7,0.7,0.3,1.0,0.6,0.849566213966376
0.7,0.7,0.3,1.0,0.7,0.8640081433608386
0.7,0.7,0.3,1.0,0.8,0.8543837880963343
0.0,0.8,0.3,0.5,0.4,0.8626285282134937
0.7,0.7,0.3,1.0,0.9,0.8630408088754579
0.7,0.7,0.3,1.0,1.0,0.8537681691687053
0.7,0.8,0.3,0.0,0.0,0.9988352090082561
0.7,0.8,0.3,0.0,0.1,0.986394613711074
0.7,0.8,0.3,0.0,0.2,0.9988352090082561
0.7,0.8,0.3,0.0,0.3,0.9971993421030244
0.7,0.8,0.3,0.0,0.4,1.0065190661552097
0.7,0.8,0.3,0.0,0.5,0.9981690947948004
0.7,0.8,0.3,0.0,0.6,1.0110908428925514
0.7,0.8,0.3,0.0,0.7,0.9981690947948004
0.0,0.8,0.3,0.5,0.5,0.8604131074172546
0.7,0.8,0.3,0.0,0.8,1.0114898730035438
0.7,0.8,0.3,0.0,0.9,0.9981690947948004
0.7,0.8,0.3,0.0,1.0,1.0236151765449053
0.7,0.8,0.3,0.1,0.0,0.9829508217257251
0.7,0.8,0.3,0.1,0.1,0.9958749880298717
0.7,0.8,0.3,0.1,0.2,0.9829508217257251
0.7,0.8,0.3,0.1,0.3,0.9958749880298717
0.7,0.8,0.3,0.1,0.4,0.991604431564455
0.7,0.8,0.3,0.1,0.5,1.0071632874287864
0.7,0.8,0.3,0.1,0.6,0.9961762083017965
0.0,0.8,0.3,0.5,0.6,0.8626285282134937
0.7,0.8,0.3,0.1,0.7,1.0071632874287864
0.7,0.8,0.3,0.1,0.8,0.9962218717321512
0.7,0.8,0.3,0.1,0.9,1.0065476685011572
0.7,0.8,0.3,0.1,1.0,0.9952545372467705
0.7,0.8,0.3,0.2,0.0,0.9958749880298717
0.7,0.8,0.3,0.2,0.1,0.9834343927326894
0.7,0.8,0.3,0.2,0.2,0.9958749880298717
0.7,0.8,0.3,0.2,0.3,0.9829508217257253
0.7,0.8,0.3,0.2,0.4,0.9958749880298717
0.7,0.8,0.3,0.2,0.5,0.9875250166694624
0.0,0.8,0.3,0.5,0.7,0.8604131074172546
0.0,0.0,0.3,0.9,0.2,0.8466757909788334
0.7,0.8,0.3,0.2,0.6,1.008130621914167
0.7,0.8,0.3,0.2,0.7,0.9952088738164159
0.7,0.8,0.3,0.2,0.8,1.0082758651037895
0.7,0.8,0.3,0.2,0.9,0.9952088738164159
0.7,0.8,0.3,0.2,1.0,1.0206549555665205
0.7,0.8,0.3,0.3,0.0,0.9766660251373988
0.7,0.8,0.3,0.3,0.1,0.9958749880298717
0.7,0.8,0.3,0.3,0.2,0.9814145607490224
0.7,0.8,0.3,0.3,0.3,0.9958749880298717
0.7,0.8,0.3,0.3,0.4,0.9823843134407986
0.0,0.8,0.3,0.5,0.8,0.8626741916438483
0.7,0.8,0.3,0.3,0.5,0.9994794302818326
0.7,0.8,0.3,0.3,0.6,0.9869560901781405
0.7,0.8,0.3,0.3,0.7,0.9994794302818326
0.7,0.8,0.3,0.3,0.8,0.9946856107554485
0.7,0.8,0.3,0.3,0.9,1.0065476685011572
0.7,0.8,0.3,0.3,1.0,0.9937182762700678
0.7,0.8,0.3,0.4,0.0,0.8592843992049878
0.7,0.8,0.3,0.4,0.1,0.8500473667669447
0.7,0.8,0.3,0.4,0.2,0.8640329348166117
0.7,0.8,0.3,0.4,0.3,0.8543123313716046
0.0,0.8,0.3,0.5,0.9,0.8799161743164023
0.7,0.8,0.3,0.4,0.4,0.8640329348166117
0.7,0.8,0.3,0.4,0.5,0.8588865263153416
0.7,0.8,0.3,0.4,0.6,0.8686047115539534
0.7,0.8,0.3,0.4,0.7,0.8588865263153416
0.7,0.8,0.3,0.4,0.8,0.8687499547435759
0.7,0.8,0.3,0.4,0.9,0.8812940148770269
0.7,0.8,0.3,0.4,1.0,0.8990782565015667
0.7,0.8,0.3,0.5,0.0,0.8495637957599806
0.7,0.8,0.3,0.5,0.1,0.8592843992049879
0.7,0.8,0.3,0.5,0.2,0.8495637957599806
0.0,0.8,0.3,0.5,1.0,0.8851630711175468
0.7,0.8,0.3,0.5,0.3,0.8640329348166117
0.7,0.8,0.3,0.5,0.4,0.8552820840633806
0.7,0.8,0.3,0.5,0.5,0.8640329348166117
0.7,0.8,0.3,0.5,0.6,0.8598538608007225
0.7,0.8,0.3,0.5,0.7,0.8676373770685726
0.7,0.8,0.3,0.5,0.8,0.8598995242310769
0.7,0.8,0.3,0.5,0.9,0.8670217581409436
0.7,0.8,0.3,0.5,1.0,0.8589321897456962
0.7,0.8,0.3,0.6,0.0,0.8592843992049878
0.7,0.8,0.3,0.6,0.1,0.8500473667669447
0.0,0.8,0.3,0.6,0.0,0.8536457549642232
0.7,0.8,0.3,0.6,0.2,0.8592843992049878
0.7,0.8,0.3,0.6,0.3,0.8495637957599805
0.7,0.8,0.3,0.6,0.4,0.8640329348166117
0.7,0.8,0.3,0.6,0.5,0.8552820840633807
0.7,0.8,0.3,0.6,0.6,0.8640329348166117
0.7,0.8,0.3,0.6,0.7,0.8543147495779998
0.7,0.8,0.3,0.6,0.8,0.8641781780062341
0.7,0.8,0.3,0.6,0.9,0.8543147495779998
0.7,0.8,0.3,0.6,1.0,0.870872021917979
0.7,0.8,0.3,0.7,0.0,0.8495637957599806
0.0,0.8,0.3,0.6,0.1,0.8612218675421408
0.7,0.8,0.3,0.7,0.1,0.8592843992049879
0.7,0.8,0.3,0.7,0.2,0.8495637957599806
0.7,0.8,0.3,0.7,0.3,0.8592843992049879
0.7,0.8,0.3,0.7,0.4,0.8505335484517568
0.7,0.8,0.3,0.7,0.5,0.8640329348166117
0.7,0.8,0.3,0.7,0.6,0.8552820840633806
0.7,0.8,0.3,0.7,0.7,0.863065600331231
0.7,0.8,0.3,0.7,0.8,0.8553277474937352
0.7,0.8,0.3,0.7,0.9,0.8615045586884572
0.7,0.8,0.3,0.7,1.0,0.8543604130083544
0.0,0.8,0.3,0.6,0.2,0.8536457549642232
0.7,0.8,0.3,0.8,0.0,0.8592843992049878
0.7,0.8,0.3,0.8,0.1,0.8500473667669447
0.7,0.8,0.3,0.8,0.2,0.8592843992049878
0.7,0.8,0.3,0.8,0.3,0.8495637957599805
0.7,0.8,0.3,0.8,0.4,0.8592843992049878
0.7,0.8,0.3,0.8,0.5,0.8505335484517567
0.7,0.8,0.3,0.8,0.6,0.8606372894642972
0.7,0.8,0.3,0.8,0.7,0.8543147495779998
0.7,0.8,0.3,0.8,0.8,0.8600908968601448
0.7,0.8,0.3,0.8,0.9,0.8543147495779998
0.0,0.8,0.3,0.6,0.3,0.8650847983326346
0.7,0.8,0.3,0.8,1.0,0.8677301634870344
0.7,0.8,0.3,0.9,0.0,0.8495637957599806
0.7,0.8,0.3,0.9,0.1,0.8592843992049879
0.7,0.8,0.3,0.9,0.2,0.8495637957599806
0.7,0.8,0.3,0.9,0.3,0.8592843992049879
0.7,0.8,0.3,0.9,0.4,0.8505335484517568
0.7,0.8,0.3,0.9,0.5,0.8592843992049879
0.7,0.8,0.3,0.9,0.6,0.8505335484517568
0.7,0.8,0.3,0.9,0.7,0.863065600331231
0.7,0.8,0.3,0.9,0.8,0.8552820840633806
0.0,0.8,0.3,0.6,0.4,0.8670850719278688
0.7,0.8,0.3,0.9,0.9,0.8615045586884572
0.7,0.8,0.3,0.9,1.0,0.8543381246659798
0.7,0.8,0.3,1.0,0.0,0.8592843992049878
0.7,0.8,0.3,1.0,0.1,0.8500473667669447
0.7,0.8,0.3,1.0,0.2,0.8593300626353424
0.7,0.8,0.3,1.0,0.3,0.8495637957599805
0.7,0.8,0.3,1.0,0.4,0.8593300626353424
0.7,0.8,0.3,1.0,0.5,0.8505335484517567
0.7,0.8,0.3,1.0,0.6,0.8593300626353424
0.7,0.8,0.3,1.0,0.7,0.8543147495779998
0.0,0.8,0.3,0.6,0.5,0.8650847983326346
0.7,0.8,0.3,1.0,0.8,0.8601365602904995
0.7,0.8,0.3,1.0,0.9,0.8533693268628552
0.7,0.8,0.3,1.0,1.0,0.867775826917389
0.7,0.9,0.3,0.0,0.0,0.9909603687628389
0.7,0.9,0.3,0.0,0.1,0.9988808724386106
0.7,0.9,0.3,0.0,0.2,0.9909603687628389
0.7,0.9,0.3,0.0,0.3,1.0065647295855644
0.7,0.9,0.3,0.0,0.4,1.0022486681617533
0.7,0.9,0.3,0.0,0.5,1.0065647295855644
0.7,0.9,0.3,0.0,0.6,1.0032184208535295
0.0,0.8,0.3,0.6,0.6,0.8670850719278688
0.0,0.0,0.3,0.9,0.3,0.8540679035637229
0.7,0.9,0.3,0.0,0.7,1.0111365063229059
0.7,0.9,0.3,0.0,0.8,1.0032184208535295
0.7,0.9,0.3,0.0,0.9,1.0111365063229059
0.7,0.9,0.3,0.0,1.0,0.9986466441161879
0.7,0.9,0.3,0.1,0.0,0.9959206514602262
0.7,0.9,0.3,0.1,0.1,0.9834343927326892
0.7,0.9,0.3,0.1,0.2,0.9959206514602262
0.7,0.9,0.3,0.1,0.3,0.9829508217257251
0.7,0.9,0.3,0.1,0.4,1.0036045086071799
0.7,0.9,0.3,0.1,0.5,0.9906346788726789
0.0,0.8,0.3,0.6,0.7,0.8645631971842551
0.7,0.9,0.3,0.1,0.6,1.0038133055068263
0.7,0.9,0.3,0.1,0.7,0.9961762083017965
0.7,0.9,0.3,0.1,0.8,1.017159730454938
0.7,0.9,0.3,0.1,0.9,0.9961762083017965
0.7,0.9,0.3,0.1,1.0,1.0129869838285888
0.7,0.9,0.3,0.2,0.0,0.9814145607490227
0.7,0.9,0.3,0.2,0.1,0.9959206514602262
0.7,0.9,0.3,0.2,0.2,0.9814145607490227
0.7,0.9,0.3,0.2,0.3,0.9959206514602262
0.7,0.9,0.3,0.2,0.4,0.9814145607490227
0.0,0.8,0.3,0.6,0.8,0.8671307353582234
0.7,0.9,0.3,0.2,0.5,0.9959206514602262
0.7,0.9,0.3,0.2,0.6,0.9936726128397133
0.7,0.9,0.3,0.2,0.7,1.0081762853445213
0.7,0.9,0.3,0.2,0.8,0.9936726128397133
0.7,0.9,0.3,0.2,0.9,1.007560698785998
0.7,0.9,0.3,0.2,1.0,0.9891008361023716
0.7,0.9,0.3,0.3,0.0,0.9911721482177082
0.7,0.9,0.3,0.3,0.1,0.9818981317559866
0.7,0.9,0.3,0.3,0.2,0.9959206838293319
0.7,0.9,0.3,0.3,0.3,0.9814145607490224
0.0,0.8,0.3,0.6,0.9,0.8616831054983491
0.7,0.9,0.3,0.3,0.4,0.9934938039110364
0.7,0.9,0.3,0.3,0.5,0.9814145607490224
0.7,0.9,0.3,0.3,0.6,1.000240104593942
0.7,0.9,0.3,0.3,0.7,0.9869560901781405
